
Serial	Event	&quot;Code Level 0&quot;	&quot;Level 0&quot;	&quot;Code Level 1&quot;	&quot;Level 1&quot;	&quot;Code Level 2&quot;	&quot;Level 2&quot;	&quot;Location&quot;	Date (YMD)	Comments	Cause	Description of Cause	Source	Magnitude	GLIDEnumber	Other sectors	DataCards	Deaths	Injured	Missing	Houses Destroyed	Houses Damaged	Directly affected	Indirectly Affected	Relocated	Evacuated	Losses $USD	Losses $Local	Education centers	Hospitals	Damages in crops Ha.	Lost Cattle	Damages in roads Mts	Duration (d)	With Deaths	With Injured	With Missing	With Houses Destroyed	With Houses Affected	With Victims	With Affected	With Relocated	With Evacuated	Education	Health sector	Agriculture	Water supply	Sewerage	Industries	Communications	Transportation	Power and Energy	Relief	With other sectors	fichas.latitude	fichas.longitude	Formula	Deaths female	Deaths male	Deaths children	Deaths adults	Deaths elder	Deaths disabled	Deaths poor	Missing female	Missing male	Missing children	Missing adults	Missing elder	Missing disabled	Missing poor	Injured female	Injured male	Injured children	Injured adults	Injured elder	Injured disabled	Injured poor	Living damaged dwellings	Living damaged dwellings female	Living damaged dwellings male	Living damaged dwellings children	Living damaged dwellings adults	Living damaged dwellings elder	Living damaged dwellings disabled	Living damaged dwellings poor	Living destroyed dwellings	Living destroyed dwellings female	Living destroyed dwellings male	Living destroyed dwellings children	Living destroyed dwellings adults	Living destroyed dwellings elder	Living destroyed dwellings disabled	Living destroyed dwellings poor	Livelihood affected	Livelihoods female	Livelihoods male	Livelihoods children	Livelihoods adults	Livelihoods elder	Livelihoods disabled	Livelihoods poor	Ha damaged	Ha destroyed	Loss from crops	Livestock total	Livestock damaged	Loss from livestock total	Ha forest total	Ha forest damaged	Ha forest destroyed	Loss from forest total	Ha aquaculture total	Ha aquaculture damaged	Ha aquaculture destroyed	Loss from aquaculture total	Vessels total	Vessels damaged	Vessels destroyed	Loss from vessels total	Stock facilities affected	Stock facilities damaged	Stock facilities destroyed	Stock loss affected	Agricultural assets affected	Agricultural assets damaged	Agricultural assets destroyed	Agricultural assets loss affected	Productive assets affected	Productive assets damaged	Productive assets destroyed	Productive assets loss affected	Houses total	Loss from dwellings	Loss from dwellings damaged	Loss from  dwellingsdestroyed	Health facilities damaged	Health facilities destroyed	Loss from health facilities	Education damaged	Education destroyed	Loss from education	Number infrastructures	Number damaged infrastructures	Number destroyed infrastructures	Loss from infrastructures	Loss from cultural fixed	Loss from cultural mobile damaged	Loss from cultural mobile destroyed	Cultural fixed damaged	Cultural fixed destroyed	Cultural mobile damaged	Cultural mobile destroyed	Damaged: Roads	Loss: Roads	Destroyed: Roads	Disruptions to Public Administration Service	Total: Roads	Disruptions to Solid Waste Service	Loss: Cattle	Total: Cattle	Damaged: Cattle	Destroyed: Cattle	
"D2059"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009007	Takula	Gram Panerganw, Talla Daangikhola	2008/8/17	01 Motor marg and 03 Paidal Marg Damaged.	Rain	Heavy Rain	ATR				1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.7452232	79.6870844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D206"	FIRE	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012006	Gadarpur	Gadarpur	1987/4/20		Other	Fire	Amar Ujala/ 21 April/1987				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D2060"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009004	Tarikhet	Gram Deena, Ranikhet	2008/8/13		Rain	Heavy Rian	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6141322	79.40708560000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2061"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009005	Salt	Gram Chhoya, salt	2008/8/16		Rain	Heavy Rain 	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3280889	78.04624539999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2062"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009006	Dwarahat	Gram Matela	2008/8/15		Rain	Heavy Rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.77603	79.42678449999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2063"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009010	Dhauladevi	Gram Patgaliyas	2008/8/17	02 Paidal marg Damaged.	Rain	Heavy rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5742305	79.87423309999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2064"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009001	Syaldeh	Gram Dadimi Jainti	2008/8/16		Rain	Heavy rain 	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.82377839999999	79.20951420000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2065"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Thapala	2008/8/18	02 Paidal marg Damaged	Rain	Heavy Rain 	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.646666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2066"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009003	Bhikyasain	Gram Eradi Rajwar, churnagooth	2008/8/18		Rain	Heavy rain	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2067"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009010	Dhauladevi	Gram Chauda nekana, Bhanoli 	2008/8/18	02 Paidal marg damaged 	Rain	Heavy Rain	ATR				1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5742305	79.87423309999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2068"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Phunakot	2008/8/19		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2069"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009004	Tarikhet	Gram Naina, Sinlega	2008/8/17	01 Paidal marg Damaged	Rain	Heavy Rain	ATR				1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6141322	79.40708560000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D207"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Near Gorapadaw	1987/4/22		Other		Amar Ujala/ 23 April/1987				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D2070"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009003	Bhikyasain	Gram Ujraad, Jhanda	2008/8/18		Rain	Heavy Rain	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.69129419999999	79.26870610000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2071"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009005	Salt	Gram Asutale, Taila,Haradiyal	2008/8/19		Rain	Heavy Rain	ATR				1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8150205	79.2902133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2072"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009002	Chaukhutia	Gram Naagad	2008/8/18		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.883896	79.34888160000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2073"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009010	Dhauladevi	Bhanoli	2008/8/19		Rain	Heavy rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5742305	79.87423309999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2074"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Dhaura	2008/8/22		Rain	Heavy Rain 	ATR				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2075"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Manau	2008/8/21	03 Paidal marg
	Rain	Heavy Rain 	ATR				1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2076"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009004	Tarikhet	Gram Gaadi, Ranikhet	2008/8/20		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6141322	79.40708560000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2077"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Kurchaun	2008/8/22	03 Motor marg and 13 Paidal marg and 01 Kalmath Damaged	Rain	Heavy rain	ATR				1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2078"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Dadhuli	2008/8/22	01 Catle, 01 Motor marg and 01 Paijal Damaged	Rain	Heavy rain 	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2079"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009002	Chaukhutia	Gram Nauganw, Gairaad chukhutiya	2008/8/22		Rain	Heavy rain	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.883896	79.34888160000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D208"	ACCIDENT	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Didihat	1987/4/24		Other	Tiger Attack	Amar Ujala/ 25 April/1987				1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D2080"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009006	Dwarahat	Gram Mait, Jiminiwar	2008/8/22		Rain	Heavy Rain 	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2081"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009006	Dwarahat	Gram Sakar, Someshwar	2008/8/22	01 Catle Lost	Rain	Heavy Rian	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.77603	79.42678449999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2082"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009005	Salt	Gram Patti, Taya	2008/8/22		Rain	Heavy rian 	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8150205	79.2902133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2083"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009006	Dwarahat	Gram Daula,panerganw	2008/8/23		Rain	Heavy Rain	ATR				1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.77603	79.42678449999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2084"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Chaan, Vimola	2008/8/26	01 Hut Destroyed.	Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2086"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Galli, Vasyura ganw	2008/8/26	02 Paidal Marg	Rain	Heavy rain	ATR				1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2087"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009008	Hawalbag	Gram Nakot	2008/9/12	03Paidal Marg	Rain	Heavy rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.066753	79.01929969999992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2088"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009010	Dhauladevi	Gram Dashola vadiyar, Malla koteshwar	2008/9/12	03 Paidal Marg Damaged	Rain	Heay Rain	ATR				1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5742305	79.87423309999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D2089"	RAINS	IND005	Uttarakhand	IND005009	Almora			Gram Aditha 	2008/9/19		Rain	Heavy Rain 	ATR				1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5892407	79.64666599999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D209"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Near Ranibaag	1987/4/24		Other	Truck Accident	Amar Ujala/ 25 April/1987				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
